state,gender,education,age,n,incidence_rate,case_fatality_ratio,sub_national_hdi,health_index,income_index,educational_index
Hamburg,female,5,6,21320,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,female,5,7,12460,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,female,5,8,6190,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,1,34430,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,2,22540,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,3,19760,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,4,19940,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,5,16840,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,6,12770,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,7,10780,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,2,8,4080,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,1,3590,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,2,66970,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,3,58470,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,4,67570,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,5,46820,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,6,43490,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,7,38290,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,4,8,14450,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,1,20,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,2,22040,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,3,51740,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,4,54830,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,5,37720,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,6,29120,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,7,19410,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hamburg,male,5,8,6880,281.01558838114056,5.005798221878624,0.975,0.943,1,0.983
Hessen,female,2,1,138310,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,2,63330,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,3,61360,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,4,83860,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,5,92340,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,6,99320,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,7,145160,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,2,8,117280,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,1,12980,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,2,207650,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,3,177740,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,4,264510,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,5,222510,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,6,179340,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,7,133070,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,4,8,72340,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,1,540,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,2,79800,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,3,133130,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,4,150080,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,5,108730,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,6,58210,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,7,30320,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,female,5,8,15540,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,1,143130,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,2,74290,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,3,53510,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,4,67590,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,5,53720,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,6,45390,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,7,41780,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,2,8,20980,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,1,12340,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,2,217340,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,3,173450,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,4,249530,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,5,212920,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,6,166870,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,7,147690,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,4,8,57830,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,1,30,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,2,59120,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,3,132610,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,4,190770,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,5,149750,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,6,108460,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,7,71640,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Hessen,male,5,8,25790,169.37956455423395,4.720625647790445,0.949,0.949,0.95,0.947
Mecklenburg-Vorpommern,female,2,1,22410,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,2,14020,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,3,5770,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,4,7130,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,5,10470,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,6,11300,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,7,32360,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,2,8,24090,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,1,2490,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,2,65500,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,3,51190,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,4,75470,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,5,78450,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,6,49910,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,7,49120,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,4,8,18190,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,1,210,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,2,16190,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,3,23650,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,4,44240,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,5,49520,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,6,32640,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,7,23230,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,female,5,8,5150,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,1,24490,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,2,19240,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,3,8130,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,4,7330,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,5,9410,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,6,6280,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,7,10630,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,2,8,4090,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,1,2260,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,2,78400,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,3,64250,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,4,90870,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,5,88320,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,6,43840,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,7,36480,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,4,8,10080,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,1,30,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,2,9800,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,3,19470,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,4,33480,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,5,41660,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,6,37250,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,7,33860,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Mecklenburg-Vorpommern,male,5,8,9050,49.32672744498113,2.5188916876574305,0.91,0.926,0.869,0.936
Niedersachsen,female,2,1,198490,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,2,92370,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,3,69520,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,4,104720,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,5,112450,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,6,125700,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,7,215110,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,2,8,163040,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,1,14390,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,2,247230,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,3,236470,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,4,379410,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,5,305180,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,6,244370,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,7,179080,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,4,8,92960,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,1,670,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,2,84280,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,3,130990,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,4,165100,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,5,131790,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,6,70750,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,7,36810,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,female,5,8,18460,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,1,209560,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,2,103000,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,3,58930,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,4,82930,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,5,72280,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,6,52570,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,7,69710,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,2,8,31920,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,1,13020,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,2,275340,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,3,242690,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,4,362750,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,5,304910,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,6,234680,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,7,201240,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,4,8,73900,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,1,60,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,2,56370,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,3,129800,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,4,209870,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,5,170570,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,6,137060,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,7,89490,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Niedersachsen,male,5,8,28340,166.76588435026449,4.679987980769231,0.922,0.933,0.908,0.925
Nordrhein-Westfalen,female,2,1,429060,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,2,217390,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,3,196420,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,4,257060,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,5,261750,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,6,259020,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,7,414370,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,2,8,327070,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,1,34350,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,2,591890,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,3,510120,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,4,813890,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,5,702410,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,6,560870,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,7,474810,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,4,8,246310,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,1,1920,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,2,214750,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,3,323050,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,4,384000,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,5,300510,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,6,151030,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,7,81770,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,female,5,8,44260,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,1,457950,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,2,243930,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,3,166530,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,4,206220,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,5,178670,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,6,139770,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,7,145260,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,2,8,59380,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,1,30720,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,2,648240,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,3,531800,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,4,778760,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,5,664640,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,6,482910,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,7,443660,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,4,8,169930,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,1,450,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,2,141430,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,3,304470,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,4,492090,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,5,395190,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,6,274070,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,7,196410,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Nordrhein-Westfalen,male,5,8,69200,230.96417813517922,4.029648944903182,0.936,0.935,0.927,0.947
Rheinland-Pfalz,female,2,1,92570,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,2,42120,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,3,36270,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,4,53760,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,5,64720,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,6,70470,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,7,121220,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,2,8,90150,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,1,14500,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,2,144050,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,3,118000,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,4,192650,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,5,167610,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,6,116020,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,7,81630,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,4,8,44380,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,1,300,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,2,44680,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,3,68040,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,4,83420,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,5,67680,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,6,31650,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,7,17090,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,female,5,8,8360,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,1,100050,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,2,47400,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,3,29750,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,4,39400,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
Rheinland-Pfalz,male,2,5,36770,169.38223344636907,3.3964445729151613,0.928,0.942,0.913,0.929
